CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	English-Equivalent
AisotanofaE_1	may~az_1	pos:verb	pos:verb	benefit
Aisotanofid_1	{isotanozaf_1	pos:verb	pos:verb	exhaust
Aisotanofid_1	{isotaholak_1	pos:verb	pos:verb	use up
AisotanoqaS_1	{isotanoqaS_1	pos:verb	pos:verb	criticize;;find fault with
AisotanoqaS_1	{isotanoqaS_1	pos:verb	pos:verb	deficient
AisotanoqaS_1	UNK	pos:verb	UNK	criticize
AisotanoqaS_1	UNK	pos:verb	UNK	criticize;;find fault with
AisotanoqaS_1	UNK	pos:verb	UNK	consider lacking
AisotanoqaS_1	EAb-i_1	pos:verb	pos:verb	mar;;disfigure
AisotanoqaS_1	EAb-i_2	pos:verb	pos:verb	mar;;disfigure
AisotanokaH_1	taTaf~al_1	pos:verb	pos:verb	gatecrash
Aisotanokar_1	{isotanokar_1	pos:verb	pos:verb	denounce
Aisotanokar_1	{isotanokar_2	pos:verb	pos:verb	denounce
Aisotanokif_1	{isotaHoqar_1	pos:verb	pos:verb	disdain
Aisotanokif_1	{isotanokaf_1	pos:verb	pos:verb	disdain
Aisotanohab_1	UNK	pos:verb	UNK	have difficulty in breathing
Aisotanohab_1	salab-u_1	pos:verb	pos:verb	rob
Aisotanowar_1	>anAr_1	pos:verb	pos:verb	select for brightness
AisotahAn_1	{isotahAn_1	pos:verb	pos:verb	consider insignificant
AisotahAn_1	{isotahAn_1	pos:verb	pos:verb	underestimate
AisotahAn_1	{isotahAn_1	pos:verb	pos:verb	undervalue
AisotahofaY_1	UNK	pos:verb	UNK	despise
Aisotahaj~aY_1	tahaj~aY_1	pos:verb	pos:verb	spell
Aisotahal~_1	{isotahal~_1	pos:verb	pos:verb	begin;;initiate;;introduce
Aisotahay~a>_1	tahay~a>_1	pos:verb	pos:verb	get ready;;prepare
UNK	UNK	UNK	UNK	select for trivial
UNK	UNK	UNK	UNK	regard as trivial
UNK	taSAbaY_1	UNK	pos:verb	behave in a childish manner
Aisotahobil_1	{isotaHomaq_1	pos:verb	pos:verb	take for a fool
Aisotahobil_1	UNK	pos:verb	UNK	consider stupid
Aisotahobil_1	UNK	pos:verb	UNK	play the fool
Aisotahobil_1	taHAmaq_1	pos:verb	pos:verb	treat as a fool
Aisotahotar_1	{isotaxaf~_1	pos:verb	pos:verb	underrate
Aisotahotar_1	{isotaSogar_1	pos:verb	pos:verb	take lightly
AisotahodaY_1	{isotakan~_1	pos:verb	pos:verb	consider;;quiet
AisotahodaY_1	{isotahodaY_1	pos:verb	pos:verb	seek the right road
AisotahodaY_1	{isotahodaY_1	pos:verb	pos:verb	select for quietness
Aisotahodif_1	{isotahodaf_1	pos:verb	pos:verb	select
Aisotahoza>_1	{isotahoza>_1	pos:verb	pos:verb	assume insignificance
{isotahoza>_1	{isotahoza>_1	pos:verb	pos:verb	assume insignificance
Aisotahoza>_1	{isotahoza>_1	pos:verb	pos:verb	behave disdainfully
{isotahoza>_1	{isotahoza>_1	pos:verb	pos:verb	behave disdainfully
Aisotaholik_1	{isotaholak_1	pos:verb	pos:verb	amortize
Aisotaholik_1	{isotaholak_1	pos:verb	pos:verb	consume
Aisotaholik_1	{isotaholak_1	pos:verb	pos:verb	use up
AisotahowaY_1	{isotahowaY_1	pos:verb	pos:verb	appeal of
AisotahowaY_1	{isotahowaY_1	pos:verb	pos:verb	catch the fancy
AisotahowaY_1	UNK	pos:verb	UNK	catch a chill
AisotahowaY_1	UNK	pos:verb	UNK	catch cold
Aisotahowil_1	UNK	pos:verb	UNK	consider overwhelming
Aisotahowin_1	{isotasohal_1	pos:verb	pos:verb	consider easy
Aisotahowin_1	{isotahAn_1	pos:verb	pos:verb	select for ease
AisotawHa$_1	{isotawoHa$_1	pos:verb	pos:verb	be deserted;;be desolate
AisotawHal_1	{isotawoHal_1	pos:verb	pos:verb	get muddy
AisotawsaT_1	tawas~aT_1	pos:verb	pos:verb	mediate;;be in the middle
AisotawEab_1	{isotawoEab_1	pos:verb	pos:verb	contain;;comprehend;;assimilate
AisotawaY_1	{isotawaY_1	pos:verb	pos:verb	be made even;;be equivalent;;be made equivalent;;be even
Aisotawvaq_1	{isotawovaq_1	pos:verb	pos:verb	make certain of
{isotawovaq_1	{isotawovaq_1	pos:verb	pos:verb	make certain of
Aisotawvaq_1	{isotawovaq_1	pos:verb	pos:verb	verify
{isotawovaq_1	{isotawovaq_1	pos:verb	pos:verb	verify
Aisotawjah_1	UNK	pos:verb	UNK	consider elegant
Aisotawjah_1	UNK	pos:verb	UNK	select for elegance
Aisotawjib_1	{iHotAj_1	pos:verb	pos:verb	require
Aisotawjib_1	{isotaHaq~_1	pos:verb	pos:verb	merit
Aisotawjib_1	{isotawojab_1	pos:verb	pos:verb	deserve
AisotawHaY_1	{isotawoHaY_1	pos:verb	pos:verb	drive inspiration
{isotawoHaY_1	{isotawoHaY_1	pos:verb	pos:verb	drive inspiration
AisotawHi$_1	{isotaqobaH_1	pos:verb	pos:verb	consider ugly
AisotawHi$_1	{isotaqobaH_1	pos:verb	pos:verb	select for ugliness
AisotawHi$_1	{isotawoHa$_1	pos:verb	pos:verb	alienate
AisotawHi$_1	{isotawoHa$_1	pos:verb	pos:verb	become fierce
AisotawHi$_1	{isotawoHa$_1	pos:verb	pos:verb	feel lonely
AisotawHi$_1	tawaH~a$_1	pos:verb	pos:verb	become beastly
UNK	{isotawoHal_1	UNK	pos:verb	consider to muddy
UNK	{isotawoHal_1	UNK	pos:verb	select for muddiness
>istawdaE_1	{isotawodaE_1	pos:verb	pos:verb	entrust to
AisotawdaE_1	{isotawodaE_1	pos:verb	pos:verb	entrust to
AistawdaE_1	{isotawodaE_1	pos:verb	pos:verb	entrust to
{isotawodaE_1	{isotawodaE_1	pos:verb	pos:verb	entrust to
>istawdaE_1	{isotawodaE_1	pos:verb	pos:verb	go in god's keeping
AisotawdaE_1	{isotawodaE_1	pos:verb	pos:verb	go in god's keeping
AistawdaE_1	{isotawodaE_1	pos:verb	pos:verb	go in god's keeping
{isotawodaE_1	{isotawodaE_1	pos:verb	pos:verb	go in god's keeping
Aisotawrad_1	{isotaworad_1	pos:verb	pos:verb	bring in
{isotaworad_1	{isotaworad_1	pos:verb	pos:verb	bring in
Aisotawrad_1	{isotaworad_1	pos:verb	pos:verb	import
{isotaworad_1	{isotaworad_1	pos:verb	pos:verb	import
Aisotawzar_1	{isotawozar_1	pos:verb	pos:verb	become a government minister
{isotawozar_1	{isotawozar_1	pos:verb	pos:verb	become a government minister
Aisotawsax_1	UNK	pos:verb	UNK	consider to dirty
Aisotawsax_1	tawas~ax_1	pos:verb	pos:verb	select for dirtiness
AisotawsaE_1	{isotawosaE_1	pos:verb	pos:verb	consider to wide.
{isotawosaE_1	{isotawosaE_1	pos:verb	pos:verb	consider to wide.
AisotawsaE_1	{isotawosaE_1	pos:verb	pos:verb	select for width
{isotawosaE_1	{isotawosaE_1	pos:verb	pos:verb	select for width
AisotawSal_1	{ikota$af_1	pos:verb	pos:verb	discover;;detect
AisotawSal_1	ta*aw~aq_1	pos:verb	pos:verb	acquiesce please others
AisotawSal_1	tawaS~al_1	pos:verb	pos:verb	find out
AisotawDaH_1	{isotawoDaH_1	pos:verb	pos:verb	ask for an explanation
{isotawoDaH_1	{isotawoDaH_1	pos:verb	pos:verb	ask for an explanation
AisotawDaE_1	UNK	pos:verb	UNK	consider base
AisotawTan_1	{isotawoTan_1	pos:verb	pos:verb	settle
{isotawoTan_1	{isotawoTan_1	pos:verb	pos:verb	settle
AisotawTan_1	{isotawoTan_1	pos:verb	pos:verb	take up permanent residence
{isotawoTan_1	{isotawoTan_1	pos:verb	pos:verb	take up permanent residence
AisotawTan_1	tawaT~an_1	pos:verb	pos:verb	become endemic
{isotawoTan_1	tawaT~an_1	pos:verb	pos:verb	become endemic
AisotawTaY_1	{isotaHoqar_1	pos:verb	pos:verb	consider;;low
AisotawTaY_1	{isota*al~_1	pos:verb	pos:verb	select for being low
AisotawZaf_1	tawaZ~af_1	pos:verb	pos:verb	be worked and paid
AisotawEar_1	tawaH~a$_1	pos:verb	pos:verb	become wild
AisotawEaZ_1	{it~aEaZ_1	pos:verb	pos:verb	take heed
AisotawEaZ_1	taEal~am_1	pos:verb	pos:verb	be taught a god lesson
AisotawEaY_1	{inotabah_1	pos:verb	pos:verb	be aware of
AisotawEaY_1	UNK	pos:verb	UNK	be aware of
AisotawEib_1	{isotawoEab_1	pos:verb	pos:verb	grasp the meaning of
AisotawEib_1	{isotawoEab_1	pos:verb	pos:verb	have rom for
AisotawEib_1	{isotawoEab_1	pos:verb	pos:verb	hold
AisotawEib_1	{isotawoEab_1	pos:verb	pos:verb	understand
AisotawEib_1	fahim-a_1	pos:verb	pos:verb	comprehend
AisotawEid_1	tawaE~ad_1	pos:verb	pos:verb	threaten
AisotawfaY_1	{isotawofaY_1	pos:verb	pos:verb	be complete in
{isotawofaY_1	{isotawofaY_1	pos:verb	pos:verb	be complete in
AisotawfaY_1	{isotawofaY_1	pos:verb	pos:verb	be exhaustive of
{isotawofaY_1	{isotawofaY_1	pos:verb	pos:verb	be exhaustive of
AisotawfaY_1	{isotawofaY_1	pos:verb	pos:verb	fill in details
{isotawofaY_1	{isotawofaY_1	pos:verb	pos:verb	fill in details
AisotawfaY_1	tafAEal_1	pos:verb	pos:verb	enact;;obtain in full
{isotawofaY_1	tafAEal_1	pos:verb	pos:verb	enact;;obtain in full
Aisotawqaf_1	{isotawoqaf_1	pos:verb	pos:verb	arrest
{isotawoqaf_1	{isotawoqaf_1	pos:verb	pos:verb	arrest
Aisotawqaf_1	{isotawoqaf_1	pos:verb	pos:verb	attract the attention
{isotawoqaf_1	{isotawoqaf_1	pos:verb	pos:verb	attract the attention
AisotawlaY_1	{isotawolaY_1	pos:verb	pos:verb	preoccupy
{isotawolaY_1	{isotawolaY_1	pos:verb	pos:verb	preoccupy
AisotawlaY_1	{isotawolaY_1	pos:verb	pos:verb	take possession
{isotawolaY_1	{isotawolaY_1	pos:verb	pos:verb	take possession
Aisotuk~_1	UNK	pos:noun	UNK	_
<isotuwb~_1	UNK	pos:noun	UNK	brake-light
UNK	waq~af_1	UNK	pos:verb	stop
UNK	xiroqap_1	UNK	pos:noun	rag
UNK	{isota>otaY_1	UNK	pos:verb	result
UNK	{isota>ovar_1	UNK	pos:verb	take exclusive possession
UNK	UNK	UNK	UNK	be quiet sure;;certain
UNK	ta>ak~ad_1	UNK	pos:verb	ascertain
UNK	ta>amorak_1	UNK	pos:verb	become Americanized
UNK	ta>amorak_1	UNK	pos:verb	adopt American behavior
UNK	ta>an~aY_1	UNK	pos:verb	work with care
Aisoti}osAr_1	{isoti}ovAr_1	pos:noun	pos:noun	monopolization;;appropriation
Aisoti}ozAn_1	{isoti}o*An_1	pos:noun	pos:noun	request for authorization
Aisoti}oSAl_1	{isoti}oSAl_1	pos:noun	pos:noun	eradication;;extermination
{isoti}oSAl_1	{isoti}oSAl_1	pos:noun	pos:noun	eradication;;extermination
Aisoti}onAs_1	UNK	pos:noun	UNK	domestication
Aisoti}onAf_1	{isoti}onAf_1	pos:noun	pos:noun	resumption;;appeal
{isoti}onAf_1	{isoti}onAf_1	pos:noun	pos:noun	resumption;;appeal
Aisoti}onAf_1	{isoti}onAf_1	pos:noun	pos:noun	appeal
{isoti}onAf_1	{isoti}onAf_1	pos:noun	pos:noun	appeal
Aisoti}onAfiy_1	{isoti}onAfiy~_1	pos:adj	pos:adj	appellant
{isoti}onAfiy~_1	{isoti}onAfiy~_1	pos:adj	pos:adj	appellant
Aisoti}an~aY_1	{inotaZar_1	pos:verb	pos:verb	expect;;be waited for;;wait for;;be expected
AisotibAHap_1	{isotibAHap_1	pos:noun	pos:noun	appropriation;;seizure
AisotibArik_1	UNK	pos:verb	UNK	be blessed
AisotibAnap_1	{isotibAnap_1	pos:noun	pos:noun	clarification;;explanation
AisotibAwiE_1	taqay~a>_1	pos:verb	pos:verb	vomit
Aisotibar~aY_1	tabar~a>_1	pos:verb	pos:verb	be absolved;;be innocent
Aisotibaq~aY_1	tabaq~aY_1	pos:verb	pos:verb	remain;;stay
Aisotibal~im_1	tabal~ad_1	pos:verb	pos:verb	be habituated;;be acclimated
UNK	UNK	UNK	UNK	lazing
UNK	mujAzafap_1	UNK	pos:noun	recklessness;;hazard
UNK	{isotiboyAn_1	UNK	pos:noun	poll;;questionnaire
AisotiboxAl_1	UNK	pos:noun	UNK	parsimony
AisotibodAd_1	{isotibodAd_1	pos:noun	pos:noun	despotism;;monopolization
AisotibodAdiy_1	{isotibodAdiy~_1	pos:adj	pos:adj	arbitrary;;authoritarian
AisotibodAr_1	UNK	pos:noun	UNK	early
AisotibodAl_1	{isotibodAl_1	pos:noun	pos:noun	substitution;;exchange;;replacement
AisotibodAl_1	{isotibodAl_1	pos:noun	pos:noun	substitution;;exchange;;replacement
AisotiborAH_1	UNK	pos:noun	UNK	departing
AisotiborAd_1	UNK	pos:noun	UNK	cooling
AisotibosAT_1	UNK	pos:noun	UNK	growing tide
Aisotibo$Ar_1	UNK	pos:noun	UNK	optimism
Aisotibo$AE_1	UNK	pos:noun	UNK	satiety
AisotiboTA_1	UNK	pos:noun	UNK	slow
AisotiboEAd_1	{isotiboEAd_1	pos:noun	pos:noun	ruling out;;distancing
AisotibogAl_1	UNK	pos:noun	UNK	magnification
AisotiboqA_1	{isotiboqA'_1	pos:noun	pos:noun	maintenance;;continuation
AisotibolAd_1	UNK	pos:noun	UNK	dullness
AisotibolAT_1	UNK	pos:noun	UNK	dullness
UNK	musota$ofaY_1	UNK	pos:noun	hospital
UNK	{iHotiyATiy~_1	UNK	pos:adj	spare;;held in reserve
Aisotibon_1	{iHotiyATiy~_2	pos:noun	pos:noun	spare wheel
UNK	Eajalap_1	UNK	pos:noun	spare wheel
UNK	Eajalap_2	UNK	pos:noun	spare wheel
AisotitobAb_1	{isotitobAb_1	pos:noun	pos:noun	normalcy;;stability
AisotitobAE_1	{isotitobAE_1	pos:noun	pos:noun	resulting in;;making follow
AisotitomAm_1	{isotitomAm_1	pos:noun	pos:noun	termination;;conclusion
AisotitonAH_1	tabal~ud_1	pos:noun	pos:noun	idiocy;;apathy
AisotivArap_1	UNK	pos:noun	UNK	excitability
AisotitoxAn_1	UNK	pos:noun	UNK	fattening
AisotitoqAl_1	UNK	pos:noun	UNK	lazing
AisotitolAm_1	UNK	pos:noun	UNK	silliness
AisotivomAr_1	{isotivomAr_1	pos:noun	pos:noun	invest;;investing
AisotivomAr_1	{isotivomAr_1	pos:noun	pos:noun	invest;;investing
AisotisomAn_1	UNK	pos:noun	UNK	evaluation
AisotivonA_1	{isotivonA'_1	pos:noun	pos:noun	exclusion;;exception
AisotivonA'_1	{isotivonA'_1	pos:noun	pos:noun	exclusion;;exception
AisotivonA'_1	{isotivonA'_1	pos:noun	pos:noun	an exception
AisotivonA}iy_1	{isotivonA}iy~_1	pos:adj	pos:adj	exceptional
AisotijAbap_1	{isotijAbap_1	pos:noun	pos:noun	in response (to);;replying;;compliance;;in compliance (with)
AisotijAbap_1	{isotijAbap_1	pos:noun	pos:noun	a reaction
AisotijAbap_1	{isotijAbap_1	pos:noun	pos:noun	a response
AisotijArap_1	UNK	pos:noun	UNK	evocation
Aisotijar~_1	jar~-u_1	pos:verb	pos:verb	pull;;drag
Aisotijan~_1	{isotajan~_1	pos:verb	pos:verb	consider mad
Aisotijan~_1	jan~-u_2	pos:verb	pos:verb	go crazy;;become insane
UNK	{isotijowAb_1	UNK	pos:noun	interrogation;;questioning
AisotijobAn_1	UNK	pos:noun	UNK	cowardice
AisotijodAd_1	UNK	pos:noun	UNK	renewal
AisotijodAE_1	UNK	pos:noun	UNK	magnanimity
AisotijorA'_1	UNK	pos:noun	UNK	daring
AisotijorAr_1	{iqotirAD_1	pos:noun	pos:noun	loan
<isotijorArap_1	{iqotirAD_1	pos:noun	pos:noun	debt
AisotijorAm_1	tajoriym_1	pos:noun	pos:noun	criminalization;;incrimination
AisotijolA_1	{isotijolA'_1	pos:noun	pos:noun	elucidation;;clarification
UNK	UNK	UNK	UNK	astigmatism
AisotijomAE_1	UNK	pos:noun	UNK	summon
AisotijonAn_1	UNK	pos:noun	UNK	madness
AisotijohAl_1	UNK	pos:noun	UNK	ignoring
AisotiHAlap_1	{isotiHAlap_1	pos:noun	pos:noun	change;;transformation
AisotiHAlap_1	{isotiHAlap_1	pos:noun	pos:noun	change;;transformation
AisotiHat~im_1	taHat~am_1	pos:verb	pos:verb	be incumbent;;be necessary
AisotiHaj~ij_1	taHaj~aja_1	pos:verb	pos:verb	allege;;use as excuse
AisotiHarojim_1	qa*af-i_2	pos:verb	pos:verb	throw
AisotiHaq~aq_1	taHaq~aq_1	pos:verb	pos:verb	verify
AisotiHak~im_1	taHak~am_1	pos:verb	pos:verb	control;;judge
UNK	nA$ad_1	UNK	pos:verb	adjure
UNK	{iHotiyAT_1	UNK	pos:noun	reserve (econ.
UNK	{iHotiyAT_2	UNK	pos:noun	reserve (econ.
UNK	{isotiHoyA'_1	UNK	pos:noun	shame;;bashfulness
AisotiHodAq_1	UNK	pos:noun	UNK	intelligence
AisotiHorAS_1	HiroS_1	pos:noun	pos:noun	desire;;eagerness;;keenness;;out of concern for;;desirous of
AisotiHorAm_1	UNK	pos:noun	UNK	prohibition
AisotiHosAn_1	{isotiHosAn_1	pos:noun	pos:noun	approval;;achievement
AisotiHoDAr_1	{isotiHoDAr_1	pos:noun	pos:noun	production;;summoning
AisotiHofAZ_1	{iHotifAZ_1	pos:noun	pos:noun	safeguarding;;preservation
AisotiHoqAr_1	{iHotiqAr_1	pos:noun	pos:noun	scorn;;contempt
AisotiHoqAq_1	{isotiHoqAq_1	pos:noun	pos:noun	worthiness;;claim
AisotiHokAm_1	{isotiHokAm_1	pos:noun	pos:noun	intensification;;fortification
AisotiHolAf_1	UNK	pos:noun	UNK	swearing
AisotiHolAm_1	UNK	pos:noun	UNK	wet dream
AisotiHomAl_1	taHam~ul_1	pos:noun	pos:noun	assumption;;bearing;;duties
AisotiHomAm_1	{isotiHomAm_1	pos:noun	pos:noun	bathing;;bath
AisotixArap_1	UNK	pos:noun	UNK	consultancy
UNK	UNK	UNK	UNK	treason
AisotixobAr_1	{isotixobAr_1	pos:noun	pos:noun	intelligence;;secret service;;inquiry
AisotixorAj_1	{isotixorAj_1	pos:noun	pos:noun	extraction;;removal;;deduction
AisotixosAr_1	UNK	pos:noun	UNK	disdain
AisotixofAf_1	{isotixofAf_1	pos:noun	pos:noun	facilitation;;disdain
AisotixolAs_1	{isotixolAS_1	pos:noun	pos:noun	extraction;;summing-up;;derivation
AisotidAmap_1	UNK	pos:noun	UNK	sustainability
AisotidAnap_1	{isotidAnap_1	pos:noun	pos:noun	incurrence of debts
UNK	UNK	UNK	UNK	studio
AisotidorAj_1	{isotidorAj_1	pos:noun	pos:noun	persuasion;;appeal
AisotidorAk_1	{isotidorAk_1	pos:noun	pos:noun	redress;;reparation;;correction;;setting the record straight
AisotidoEA'_1	{isotidoEA'_1	pos:noun	pos:noun	petition;;summons
AisotidolAl_1	{isotidolAl_1	pos:noun	pos:noun	argumentation;;inference;;prof
UNK	ta*aw~uq_1	UNK	pos:noun	enjoyment;;relish
AisotirAtiyjiy_1	UNK	pos:adj	UNK	strategic
AisotirAHap_1	{isotirAHap_1	pos:noun	pos:noun	rest;;relaxation
AisotirAHap_1	{isotirAHap_1	pos:noun	pos:noun	break
AisotirAHap_1	{isotirAHap_2	pos:noun	pos:noun	break
AisotirAHap_1	{isotirAHap_1	pos:noun	pos:noun	rest rom
AisotirAHap_1	{isotirAHap_2	pos:noun	pos:noun	rest rom
UNK	UNK	UNK	UNK	table
Aisotirab~aE_1	tarab~aE_1	pos:verb	pos:verb	sit cross legged
Aisotiraxorax_1	{it~asaE_1	pos:verb	pos:verb	become lose
Aisotiray~aH_1	{irotAH_1	pos:verb	pos:verb	be at rest;;relax;;be satisfied
Aisotirito$_1	maT~AT_1	pos:noun	pos:noun	expandable;;elastic;;rubber
UNK	UNK	UNK	UNK	discotheque
UNK	UNK	UNK	UNK	stereo record-player
AisotirobAH_1	tarab~uH_1	pos:noun	pos:noun	gaining;;profiting
AisotirojAE_1	{isotirojAE_1	pos:noun	pos:noun	reclamation;;recovery;;retraction
AisotirojAl_1	UNK	pos:noun	UNK	magnanimity
AisotiroHAm_1	{isotiroHAm_1	pos:noun	pos:noun	plea for mercy
AisotirodAd_1	{isotirodAd_1	pos:noun	pos:noun	reclamation;;recovery;;retraction
Aisotiro*Al_1	UNK	pos:noun	UNK	aversion
AisotirozAq_1	{isotirozAq_1	pos:noun	pos:noun	self-support
Aisotiro$Ad_1	UNK	pos:noun	UNK	inference
UNK	<isotaroliyniy~_1	UNK	pos:adj	sterling
AisotizAdap_1	{isotizAdap_1	pos:noun	pos:noun	desire for increase
AisotisAgap_1	UNK	pos:noun	UNK	palatable
AisotisoqA'_1	{isotisoqA'_1	pos:noun	pos:noun	(prayer) for rain
AisotisolAm_1	{isotisolAm_1	pos:noun	pos:noun	surrender;;capitulation;;resignation
AisotisomAH_1	UNK	pos:noun	UNK	forgiveness
Aisoti$Arap_1	{isoti$Arap_1	pos:noun	pos:noun	consultation
Aisoti$Arap_1	{isoti$Arap_1	pos:noun	pos:noun	consultation
Aisoti$Ariy_1	{isoti$Ariy~_1	pos:adj	pos:adj	advisory;;consultative;;consulting
UNK	$ay~_1	UNK	pos:noun	roasting;;grilling
UNK	taday~un_1	UNK	pos:noun	religiosity;;bigotry
Aisoti$oEAr_1	{isoti$oEAr_1	pos:noun	pos:noun	premonition;;feeling
Aisoti$okAl_1	UNK	pos:noun	UNK	confusion
Aisoti$ohAd_1	{isoti$ohAd_1	pos:noun	pos:noun	martyrdom
UNK	{isotiSowAb_1	UNK	pos:noun	approval;;sanction
AisotiSobAH_1	{isotiSobAH_1	pos:noun	pos:noun	illumination;;illuminating
AisotiSodAr_1	{isotiSodAr_1	pos:noun	pos:noun	issuing
AisotiSodAg_1	UNK	pos:noun	UNK	abasement
AisotiSoEAb_1	UNK	pos:noun	UNK	finding it difficult
AisotiSogAr_1	UNK	pos:noun	UNK	contempt
AisotiSolAH_1	{isotiSolAH_1	pos:noun	pos:noun	reclamation;;cultivation
AisotiDAfap_1	{isotiDAfap_1	pos:noun	pos:noun	hosting
UNK	UNK	UNK	UNK	narrow
AisotiDoEAf_1	UNK	pos:noun	UNK	subdue
AisotiTAEap_1	{isotiTAEap_1	pos:noun	pos:noun	capability;;possibility
UNK	UNK	UNK	UNK	perfuming
AisotiTolAE_1	{isotiTolAE_1	pos:noun	pos:noun	poll (opinion);;investigation;;polls (opinion)
AisotiTohAr_1	UNK	pos:noun	UNK	purification
AisotiZorAf_1	taZar~uf_1	pos:noun	pos:noun	wittiness;;courtesy
AisotiEA*ap_1	UNK	pos:noun	UNK	seeking refuge
AisotiEArap_1	{isotiEArap_1	pos:noun	pos:noun	borrowing;;lending
AisotiEArap_1	{isotiEArap_1	pos:noun	pos:noun	borrowing;;lending
AisotiEAnap_1	{isotiEAnap_1	pos:noun	pos:noun	seeking help;;resorting to;;utilization
UNK	UNK	UNK	UNK	replacement of
UNK	UNK	UNK	UNK	consider being late
UNK	UNK	UNK	UNK	dependence
AisotiEobAd_1	{isotiEobAd_1	pos:noun	pos:noun	slavery;;enslaving
AisotiEobAd_1	{isotiEobAd_1	pos:noun	pos:noun	slavery;;enslaving
AisotiEobAT_1	UNK	pos:noun	UNK	stupidity
AisotiEojAl_1	{isotiEojAl_1	pos:noun	pos:noun	haste;;urgency
AisotiEodAd_1	{isotiEodAd_1	pos:noun	pos:noun	preparation
AisotiEodAd_1	{isotiEodAd_1	pos:noun	pos:noun	preparation
AisotiEodAl_1	{iEotidAl_1	pos:noun	pos:noun	moderateness;;evenness
AisotiEorAD_1	{isotiEorAD_1	pos:noun	pos:noun	review;;parade;;inspection
AisotiEorADiy_1	{isotiEorADiy~_1	pos:adj	pos:adj	review;;inspection
AisotiEoSA_1	{isotiEoSA'_1	pos:noun	pos:noun	obstinacy;;difficulty
AisotiEoTAf_1	{isotiEoTAf_1	pos:noun	pos:noun	entreaty;;supplication
AisotiEoZAm_1	UNK	pos:noun	UNK	magnification
AisotiEofA_1	{isotiEofA'_1	pos:noun	pos:noun	resignation;;apology
AisotiEokAr_1	taEak~ur_1	pos:noun	pos:noun	deterioration;;muddying;;disturbing
AisotiEolA_1	{isotiEolA'_1	pos:noun	pos:noun	superiority
AisotiEolAm_1	{isotiEolAm_1	pos:noun	pos:noun	inquiry;;information
AisotiEolAm_1	{isotiEolAm_1	pos:noun	pos:noun	inquiry;;information
AisotiEomAr_1	{isotiEomAr_1	pos:noun	pos:noun	colonialism
AisotiEomAr_1	{isotiEomAr_1	pos:noun	pos:noun	colonialism
AisotiEomAriy_1	{isotiEomAriy~_1	pos:adj	pos:adj	colonialist
AisotiEomAl_1	{isotiEomAl_1	pos:noun	pos:noun	use;;application;;handling
AisotiEomAl_1	{isotiEomAl_1	pos:noun	pos:noun	use;;application;;handling
AisotiEonA_1	zuHAr_1	pos:noun	pos:noun	groaning;;moaning;;dysentery
AisotigAvap_1	{isotigAvap_1	pos:noun	pos:noun	call for help;;appeal for aid;;appeals for aid;;calls for help
AisotigAvap_1	{isotigAvap_1	pos:noun	pos:noun	call for help;;appeal for aid;;appeals for aid;;calls for help
Aisotigam~aY_1	UNK	pos:verb	UNK	closed his eyes
UNK	tagaw~uT_1	UNK	pos:noun	defecation
UNK	{ifotiqAd_1	UNK	pos:noun	missing;;feeling the loss of
AisotigorAb_1	{isotigorAb_1	pos:noun	pos:noun	astonishment;;surprise
AisotigofAr_1	{isotigofAr_1	pos:noun	pos:noun	plea for pardon
AisotigolA_1	UNK	pos:noun	UNK	overvaluation
AisotigolAb_1	UNK	pos:noun	UNK	subdue
AisotigolAT_1	UNK	pos:noun	UNK	fallacy
AisotigolAl_1	{isotigolAl_1	pos:noun	pos:noun	exploitation;;utilization
AisotigolAliy_1	{isotigolAliy~_1	pos:adj	pos:adj	exploitative
AisotigomAq_1	UNK	pos:noun	UNK	darkening
AisotigonA_1	{isotigonA'_1	pos:noun	pos:noun	dispensing with;;renunciation
AisotifotA'_1	{isotifotA'_1	pos:noun	pos:noun	questionnaire;;poll;;referendum
AisotifotA'_1	{isotifotA'_1	pos:noun	pos:noun	referendum
AisotifotAH_1	{isotifotAH_1	pos:noun	pos:noun	beginning;;opening
AisotifoHAl_1	{isotifoHAl_1	pos:noun	pos:noun	gravity;;seriousness
AisotiforAd_1	{inofirAd_1	pos:noun	pos:noun	seclusion;;isolation
AisotiforAg_1	{isotiforAg_1	pos:noun	pos:noun	vomiting;;evacuation;;emptying
AisotifozAz_1	{isotifozAz_1	pos:noun	pos:noun	provocation;;harassment
AisotifozAz_1	{isotifozAz_1	pos:noun	pos:noun	incitement;;provocation
AisotifozAziy_1	{isotifozAziy~_1	pos:adj	pos:adj	provocative
AisotifosAr_1	{isotifosAr_1	pos:noun	pos:noun	inquiry;;interrogation
AisotifosAr_1	{isotifosAr_1	pos:noun	pos:noun	inquiry;;interrogation
AisotifoZAE_1	UNK	pos:noun	UNK	atrociousness
AisotifolAH_1	UNK	pos:noun	UNK	success
AisotifohAm_1	{isotifohAm_1	pos:noun	pos:noun	inquiry;;question
AisotiqAlap_1	{isotiqAlap_1	pos:noun	pos:noun	resignation;;retirement
AisotiqAlap_1	{isotiqAlap_1	pos:noun	pos:noun	letter of resignation
AisotiqAmap_1	{isotiqAmap_1	pos:noun	pos:noun	correctness;;integrity
AisotiqAyA_1	taqay~a>_1	pos:verb	pos:verb	vomit
