CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	English-Equivalent
miHa$~ap_1	miHa$~ap_1	pos:noun	pos:noun	weeder
miHa$~ap_1	minojal_1	pos:noun	pos:noun	medium size sickle
miHa$~ar_1	UNK	pos:adj	UNK	insectivore
miHa$~ar_1	UNK	pos:adj	UNK	jammed
miHa$~i$_1	UNK	pos:adj	UNK	addicted
miHa$~if_1	UNK	pos:adj	UNK	fouling
miHa$~iy_1	maHo$iy~_1	pos:adj	pos:adj	stuffed;;filled;;loaded
miHa$~iy_1	maHo$uw~_1	pos:adj	pos:adj	stuffed;;filled;;loaded
miHa$oraj_1	UNK	pos:adj	UNK	pest
miHaS~ab_1	UNK	pos:adj	UNK	pebbly
miHaS~al_1	muHaS~al_1	pos:adj	pos:adj	received;;acquired
miHaS~al_1	muHaS~al_1	pos:adj	pos:adj	received;;acquired
miHaS~an_1	muHaS~an_1	pos:adj	pos:adj	immune;;fortified
miHaS~an_1	muHaS~an_1	pos:adj	pos:adj	immune;;fortified
miHaSoram_1	UNK	pos:adj	UNK	_
miHaD~ar_1	muHaD~ir_1	pos:noun	pos:noun	laboratory assistant
miHaD~ar_1	muHaD~ir_1	pos:adj	pos:adj	producing;;dissecting
miHaD~an_1	muHotaDin_1	pos:adj	pos:noun	embracing
miHaD~an_1	UNK	pos:adj	UNK	embracing
miHaT~ab_1	UNK	pos:adj	UNK	wood gatherer
miHaT~aT_1	wADiE_1	pos:adj	pos:adj	placing;;putting;;laying down
miHaT~aT_1	mawoDuwE_2	pos:adj	pos:adj	placed;;laid down;;located
miHaT~am_1	muHaT~am_1	pos:adj	pos:adj	broken
miHaT~am_1	muHaT~am_1	pos:adj	pos:adj	broken
miHaf~aD_1	UNK	pos:adj	UNK	maintaining
miHaf~aZ_1	UNK	pos:adj	UNK	maintaining
miHaf~aZ_1	UNK	pos:adj	UNK	reciting
miHaf~if_1	UNK	pos:adj	UNK	rimming
miHafolaT_1	mutakab~ir_1	pos:adj	pos:adj	arrogant
miHafolaT_1	UNK	pos:adj	UNK	stylish
miHaq~aq_1	muHaq~iq_1	pos:noun	pos:noun	interrogator
miHaq~aq_1	muHaq~iq_1	pos:noun	pos:noun	investigator
miHaq~aq_1	muHaq~iq_1	pos:adj	pos:adj	investigating
miHak~im_1	muHokam_1	pos:adj	pos:adj	reinforced;;precise
miHak~im_1	muHokam_1	pos:adj	pos:adj	reinforced;;precise
miHak~iy_1	maHokiy~_1	pos:adj	pos:adj	spoken
miHakoHak_1	UNK	pos:adj	UNK	cleaner
miHakoHak_1	UNK	pos:adj	UNK	abrasive
UNK	Hulow_1	UNK	pos:adj	sweet;;pleasant
UNK	UNK	UNK	UNK	candied
UNK	UNK	UNK	UNK	neat
miHal~aq_1	UNK	pos:adj	UNK	annulate
miHal~aq_1	UNK	pos:adj	UNK	flying
UNK	muHal~il_1	UNK	pos:noun	analyst
miHal~if_1	UNK	pos:adj	UNK	juror
miHal~iy_1	maHal~iy~_1	pos:adj	pos:adj	local
miHal~iy_1	maHal~iy~_1	pos:adj	pos:adj	locally-made
miHaloHil_1	UNK	pos:adj	UNK	deteriorated
UNK	UNK	UNK	UNK	baked
miHam~ar_1	muHam~ar_1	pos:adj	pos:adj	roasted;;fried
miHam~ar_1	muHam~ar_1	pos:adj	pos:adj	roasted;;fried
miHam~aS_1	UNK	pos:adj	UNK	roasted
miHam~aS_1	UNK	pos:adj	UNK	roasted
miHam~aD_1	HAmiD_2	pos:adj	pos:adj	sour;;acidic;;bitter
miHam~aD_1	UNK	pos:adj	UNK	acidifying
miHam~is_1	UNK	pos:adj	UNK	stirring
miHam~il_1	muHam~al_1	pos:adj	pos:adj	loaded;;burdened
miHam~il_1	muHam~al_1	pos:adj	pos:adj	loaded;;burdened
miHam~iy_1	maHomiy~_1	pos:adj	pos:adj	protected;;protectorate
miHam~iy_1	maHomiy~_1	pos:adj	pos:adj	protected;;protectorate
miHamoHar_1	UNK	pos:adj	UNK	_
miHamoHim_1	UNK	pos:adj	UNK	_
miHamoraq_1	UNK	pos:adj	UNK	recessive
miHan~aT_1	muHan~aT_1	pos:adj	pos:adj	embalmed;;mummified
miHan~iv_1	UNK	pos:adj	UNK	perjurer
miHan~iv_1	UNK	pos:adj	UNK	reneged
miHan~in_1	UNK	pos:adj	UNK	laminating
miHan~iy_1	maHoniy~_1	pos:adj	pos:adj	bowed;;inclined;;bent
miHamobaT_1	munotaSib_1	pos:adj	pos:adj	set upright;;planted
miHanotif_1	murat~ab_1	pos:adj	pos:adj	organized;;arranged;;regulated
miHanotif_1	UNK	pos:adj	UNK	refined
miHanojil_1	qaSiyr_1	pos:adj	pos:adj	short;;small
miHanodaq_1	muHad~ad_1	pos:adj	pos:adj	set;;determined;;defined
miHanodaq_1	UNK	pos:adj	UNK	small
miHano$aS_1	mutabAhiy_1	pos:adj	pos:noun	proud
miHano$aS_1	UNK	pos:adj	UNK	ostentatious;;putting on airs
miHanoki$_1	UNK	pos:adj	UNK	hallucinosis
miHanoki$Atiy_1	muDoTarib_1	pos:adj	pos:adj	disturbed;;agitated;;disrupted
miHaw~ar_1	muHaw~ar_1	pos:adj	pos:adj	customized;;altered
miHaw~ar_1	muHaw~ar_1	pos:adj	pos:adj	customized;;altered
miHaw~aD_1	UNK	pos:adj	UNK	pelvic
miHaw~aD_1	UNK	pos:adj	UNK	pelvic
miHaw~aq_1	kAfiy_1	pos:adj	pos:adj	sufficient;;adequate;;competent
miHaw~ij_1	UNK	pos:adj	UNK	spiced
miHaw~ij_1	UNK	pos:adj	UNK	mixer
miHaw~ijap_1	UNK	pos:noun	UNK	mixed
miHaw~ij_1	UNK	pos:adj	UNK	marinated
UNK	UNK	UNK	UNK	spiced
miHaw~id_1	UNK	pos:adj	UNK	bending
miHaw~i$_1	UNK	pos:adj	UNK	saving
miHaw~il_1	muHaw~il_1	pos:noun	pos:noun	transformer
miHaw~il_1	muHaw~il_1	pos:adj	pos:adj	converting;;transforming
miHaw~iy_1	UNK	pos:adj	UNK	content
miHaw~iy_1	muHotawaY_1	pos:adj	pos:noun	content
miHay~ar_1	muHay~ar_1	pos:adj	pos:adj	embarrassed;;helpless
miHay~aq_1	UNK	pos:adj	UNK	spiced
miHay~aq_1	UNK	pos:adj	UNK	salting
UNK	ganiy~_1	UNK	pos:adj	rich;;well off
miHay~if_1	UNK	pos:adj	UNK	terrifying
miHay~in_1	UNK	pos:adj	UNK	rich;;well off
miHay~in_1	UNK	pos:adj	UNK	rich;;well off
miHay~in_1	UNK	pos:adj	UNK	rich;;well off
miHay~iy_1	UNK	pos:adj	UNK	greeting
miHay~iy_1	UNK	pos:adj	UNK	giving life
miHiSid_1	muHoSid_1	pos:adj	pos:adj	ripe
miHotAj_1	muHotAj_1	pos:noun	pos:noun	in need;;wanting;;requiring
miHotAj_1	muHotAj_1	pos:adj	pos:adj	in need;;wanting;;requiring
miHotAj_1	muHotAj_1	pos:adj	pos:adj	in need;;wanting;;requiring
miHotAr_1	muHotAr_1	pos:adj	pos:adj	confused;;uncertain;;baffled
miHotAs_1	HA}ir_1	pos:adj	pos:adj	confused;;uncertain;;baffled
miHoTAT_1	UNK	pos:adj	UNK	hedged
miHotAl_1	muHotAl_1	pos:adj	pos:noun	swindler
miHotAl_1	muHotAl_1	pos:adj	pos:noun	deceitful;;impostor;;assignee
miHotaj~_1	muHotaj~_1	pos:adj	pos:adj	protesting
miHotad~_1	muHotad~_1	pos:adj	pos:adj	angry;;furious
miHotar~_1	UNK	pos:adj	UNK	heated
miHotak~_1	UNK	pos:adj	UNK	abrading
miHotal~_1	muHotal~_1	pos:adj	pos:adj	invader
miHotal~_1	muHotal~_2	pos:adj	pos:adj	invader
miHotal~_1	muHotal~_1	pos:adj	pos:adj	occupier
miHotal~_1	muHotal~_2	pos:adj	pos:adj	occupier
miHotijib_1	UNK	pos:adj	UNK	masked
miHotiris_1	muHotaris_1	pos:adj	pos:adj	cautious;;careful
miHotifiZ_1	muHotafiZ_1	pos:adj	pos:adj	keeping
miHotiqir_1	muHotaqar_1	pos:adj	pos:adj	contemptible;;despicable
miHotiqin_1	muHotaqan_1	pos:adj	pos:adj	congested;;flushed
miHotikim_1	UNK	pos:adj	UNK	resorting
miHotimil_1	muHotamal_1	pos:adj	pos:adj	likely;;expected;;probable;;suspected
miHotimiy_1	muHotamiy_1	pos:adj	pos:noun	shelter
miHotiwiy_1	muHotawiy_1	pos:adj	pos:adj	containing
UNK	muHotawaY_1	UNK	pos:noun	contents
miHodaq~_1	muHodiq_1	pos:adj	pos:adj	imminent
UNK	muHodav_1	UNK	pos:adj	one given to long-windedness
miHorAb_1	miHorAb_1	pos:noun	pos:noun	mihrabs (prayer niches);;mihrab (prayer niche);;sanctum
miHorAb_1	miHorAb_1	pos:noun	pos:noun	prayer niche;;mihrab
miHorAt_1	UNK	pos:noun	UNK	thick;;stupid;;oafish
miHorAt_1	miHorAv_1	pos:noun	pos:noun	plough
miHorAv_1	UNK	pos:noun	UNK	thick;;stupid;;oafish
miHorAv_1	miHorAv_1	pos:noun	pos:noun	plough
miHorij_1	muHorij_1	pos:adj	pos:adj	embarrassing
UNK	muHaS~al_1	UNK	pos:adj	collector of dues
miHolaw~_1	Hulow_1	pos:adj	pos:adj	sweet;;pleasant
miHolay~_1	Hulow_1	pos:adj	pos:adj	sweet;;pleasant
miHomaD~_1	HAmiD_2	pos:adj	pos:adj	sour;;acidic;;bitter
miHomaY_1	maHomaY_1	pos:noun	pos:noun	furnace
miHomir~_1	muHam~ar_1	pos:adj	pos:adj	roasted;;fried
miHonap_1	miHonap_1	pos:noun	pos:noun	hardship;;distress
miHonap_1	miHonap_1	pos:noun	pos:noun	test;;ordeal;;trial
miHowar_1	miHowar_1	pos:noun	pos:noun	axis;;pivot;;axle;;axes
miHowariy_1	marokaziy~_1	pos:adj	pos:adj	central
miHowal~_1	muHaw~il_1	pos:adj	pos:adj	converting;;transforming
miHowalojiy_1	UNK	pos:noun	UNK	railroad switchman
mixAbir_1	UNK	pos:adj	UNK	spying
mixAborap_1	muxAbarap_1	pos:noun	pos:noun	correspondence;;communication;;secret service;;intelligence service
mixASir_1	UNK	pos:adj	UNK	_
mixASim_1	muxASim_1	pos:adj	pos:noun	litigant;;adversary
mixASorap_1	UNK	pos:noun	UNK	_
mixAlif_1	muxAlif_1	pos:adj	pos:adj	divergent;;violating
mixAlofap_1	muxAlafap_1	pos:noun	pos:noun	infringement;;contrast
mixAniq_1	muqAtil_1	pos:adj	pos:adj	fighting
mixAwiy_1	muxAwiy_1	pos:adj	pos:adj	brotherly;;fraternal
mixAwiy~ap_1	mu&AxAp_1	pos:noun	pos:noun	fraternization
mixAyolap_1	{isotiEorAD_1	pos:noun	pos:noun	review;;parade;;inspection
mixAyil_1	UNK	pos:adj	UNK	_
mixab~ar_1	UNK	pos:adj	UNK	telling
mixab~arAtiy_1	maxobar_1	pos:noun	pos:noun	content;;real sense
mixab~aS_1	UNK	pos:adj	UNK	telling
mixab~aS_1	mugotAb_1	pos:adj	pos:noun	backbiter
mixab~aT_1	UNK	pos:adj	UNK	confused
mixab~aT_1	UNK	pos:adj	UNK	confused
mixab~il_1	muxab~al_1	pos:adj	pos:adj	confused
mixab~il_1	muxab~al_1	pos:adj	pos:adj	confused
mixab~iy_1	UNK	pos:adj	UNK	hidden
mixab~iy_1	UNK	pos:adj	UNK	hidden
mixat~in_1	UNK	pos:adj	UNK	circumcising
mixat~in_1	UNK	pos:adj	UNK	circumcised
mixaj~il_1	muxojil_1	pos:adj	pos:adj	shameful;;embarrassing
mixad~ap_1	mixad~ap_1	pos:noun	pos:noun	cushion;;pillow
mixad~ar_1	muxad~ir_1	pos:adj	pos:adj	anesthetic
mixad~ar_1	muxad~ir_1	pos:adj	pos:adj	anesthetic
mixad~aE_1	UNK	pos:adj	UNK	deceptive
mixad~aE_1	xAdiE_1	pos:adj	pos:adj	deceitful;;deceptive
mixad~amAtiy_1	muxad~im_1	pos:noun	pos:noun	employment agent
mixad~i$_1	UNK	pos:adj	UNK	raking
mixad~i$_1	UNK	pos:adj	UNK	scratching
mixad~il_1	murohiq_1	pos:adj	pos:adj	oppressive
mixad~il_1	UNK	pos:adj	UNK	languid
mixad~im_1	muxad~im_1	pos:noun	pos:noun	employment agent
mixad~im_1	muxad~im_1	pos:adj	pos:noun	employment agent
mixad~imAtiy_1	muxad~im_1	pos:noun	pos:noun	employment agent
UNK	UNK	UNK	UNK	_
UNK	UNK	UNK	UNK	_
mixar~ab_1	muxar~ib_1	pos:adj	pos:adj	saboteur;;terrorist
mixar~aj_1	muxoraj_1	pos:adj	pos:adj	excerpted;;extracted
mixar~aj_1	muxoraj_1	pos:adj	pos:adj	excerpted;;extracted
mixar~ad_1	UNK	pos:adj	UNK	augury
mixar~ad_1	UNK	pos:adj	UNK	stored
mixar~az_1	mixoraz_1	pos:noun	pos:noun	punch;;awl
mixar~az_1	UNK	pos:adj	UNK	perforator
mixar~az_1	UNK	pos:adj	UNK	perforated
mixar~as_1	UNK	pos:adj	UNK	muting
mixar~as_1	UNK	pos:adj	UNK	silenced
mixar~aT_1	UNK	pos:adj	UNK	split
mixar~aT_1	maxoruwT_1	pos:adj	pos:noun	paned
mixar~af_1	muxar~if_1	pos:adj	pos:noun	senile;;charlatan
mixar~aq_1	UNK	pos:adj	UNK	pierced
mixar~aq_1	UNK	pos:adj	UNK	pierced
mixar~iz_1	UNK	pos:adj	UNK	perforator
mixar~iz_1	UNK	pos:adj	UNK	perforated
mixar~iy_1	mubar~iz_1	pos:adj	pos:adj	surpassing
mixar~iy_1	UNK	pos:adj	UNK	defecated
mixarobaq_1	UNK	pos:adj	UNK	razed
mixarobaq_1	mahoduwm_1	pos:adj	pos:adj	razed;;demolished
mixarobi$_1	HA*iq_1	pos:adj	pos:adj	skillful;;clever
mixarobi$_1	UNK	pos:adj	UNK	skillful;;clever
mixarobi$_1	UNK	pos:adj	UNK	skillful;;clever
mixaroxar_1	UNK	pos:adj	UNK	voiced
mixaroxi$_1	SA}it_1	pos:adj	pos:adj	voiced;;sounded
mixaro$im_1	mu$aw~ah_1	pos:adj	pos:adj	distorted;;disabled;;deformed
mixaro$im_1	mu$aw~ah_1	pos:adj	pos:adj	distorted;;disabled;;deformed
mixaroTam_1	UNK	pos:adj	UNK	_
mixarofi$_1	UNK	pos:adj	UNK	voiced
mixarowaE_1	murohaq_1	pos:adj	pos:adj	oppressed;;overburdened;;suppressed
mixarowaE_1	UNK	pos:adj	UNK	panic
mixaz~aq_1	UNK	pos:adj	UNK	perforating
mixaz~aq_1	UNK	pos:adj	UNK	perforated
mixaz~if_1	UNK	pos:adj	UNK	earthen
mixaz~if_1	UNK	pos:adj	UNK	earthen
mixaz~in_1	UNK	pos:adj	UNK	storing
mixaz~in_1	UNK	pos:adj	UNK	stored
mixas~ar_1	muxas~ir_1	pos:adj	pos:adj	harmful;;injurious
mixas~aE_1	murohaq_1	pos:adj	pos:adj	oppressed;;overburdened;;suppressed
mixas~aE_1	muqaS~ir_1	pos:adj	pos:adj	negligent
mixas~is_1	UNK	pos:adj	UNK	provision
mixasotik_1	muxasotak_1	pos:adj	pos:adj	indisposed
mixasotik_1	muxasotak_1	pos:adj	pos:adj	indisposed
UNK	UNK	UNK	UNK	_
mixa$~ib_1	UNK	pos:adj	UNK	sclerotic
mixa$~ib_1	UNK	pos:adj	UNK	lignify
mixa$~i$_1	UNK	pos:adj	UNK	entered;;included;;inserted
mixa$~i$_1	UNK	pos:adj	UNK	entered;;included;;inserted
mixa$~in_1	UNK	pos:adj	UNK	ribbed
mixa$oxi$_1	UNK	pos:adj	UNK	addicted
mixa$oram_1	mu$aw~ah_1	pos:adj	pos:adj	distorted;;disabled;;deformed
mixa$oram_1	mu$aw~ah_1	pos:adj	pos:adj	distorted;;disabled;;deformed
mixaS~ab_1	muxaS~ib_1	pos:adj	pos:adj	fertilizing
mixaS~ab_1	muxaS~ib_1	pos:adj	pos:adj	fertilizing
mixaS~aS_1	muxaS~aS_1	pos:adj	pos:adj	designated;;allocated
mixaS~aS_1	muxaS~aS_1	pos:adj	pos:adj	designated;;allocated
mixaD~ar_1	UNK	pos:adj	UNK	greenish
mixaD~ar_1	UNK	pos:adj	UNK	greenish
mixaT~aT_1	muxaT~iT_1	pos:adj	pos:adj	planner
mixaT~aT_1	muxaT~aT_1	pos:adj	pos:adj	planned
mixaT~iy_1	UNK	pos:adj	UNK	passing
mixaT~iy_1	UNK	pos:adj	UNK	passing
mixaToraf_1	hA*iy_1	pos:adj	pos:adj	delirious
mixaf~aD_1	muxaf~aD_1	pos:adj	pos:adj	reduced;;lowered
mixaf~aD_1	muxaf~aD_1	pos:adj	pos:adj	reduced;;lowered
mixaf~aq_1	UNK	pos:adj	UNK	mixer
mixaf~aq_1	UNK	pos:adj	UNK	mixed
mixaf~if_1	muxaf~if_1	pos:adj	pos:adj	extenuating
mixaf~if_1	muxaf~if_1	pos:adj	pos:adj	extenuating
mixal~aS_1	mAhir_2	pos:adj	pos:adj	skillful;;proficient
mixal~aS_1	muxal~iS_1	pos:adj	pos:adj	liberator;;savior
mixal~aS_1	muxal~iS_1	pos:adj	pos:adj	liberator;;savior
mixal~aSAtiy_1	muxal~iS_1	pos:noun	pos:noun	liberator;;savior
mixal~aT_1	muxal~aT_1	pos:adj	pos:adj	confused;;disordered
mixal~aT_1	muxal~aT_1	pos:adj	pos:adj	confused;;disordered
mixal~aT_1	muxal~aT_1	pos:adj	pos:adj	confused;;disordered
mixal~aE_1	UNK	pos:adj	UNK	disjointed
mixal~aE_1	UNK	pos:adj	UNK	disjointed
mixal~aE_1	maxoluwE_1	pos:adj	pos:adj	deposed;;toppled;;removed (from office);;unrestrained;;irresponsible
mixal~aq_1	UNK	pos:adj	UNK	synthetic
mixal~aq_1	UNK	pos:adj	UNK	languid
mixal~id_1	muxal~ad_1	pos:adj	pos:adj	immortal;;glorious;;eternal
mixal~id_1	muxal~ad_1	pos:adj	pos:adj	immortal;;glorious;;eternal
mixal~if_1	UNK	pos:adj	UNK	procreative
mixal~if_1	muxal~af_1	pos:adj	pos:adj	leftover;;left behind
mixal~if_1	muxal~af_1	pos:adj	pos:adj	leftover;;left behind
mixal~il_1	muxal~al_1	pos:noun	pos:adj	pickled;;salted
mixal~il_1	muxal~al_1	pos:adj	pos:adj	pickled;;salted
mixal~ilAtiy_1	UNK	pos:noun	UNK	pickle vendor
mixal~iy_1	UNK	pos:adj	UNK	making
mixalobaS_1	kA*ib_2	pos:adj	pos:adj	false;;untrue
mixalobaS_1	mako*uwb_1	pos:adj	pos:adj	false;;trumped up
mixalobaT_1	muDoTarib_1	pos:adj	pos:adj	disturbed;;agitated;;disrupted
mixalobaT_1	mufosid_1	pos:adj	pos:adj	corrupt
mixaloxil_1	UNK	pos:adj	UNK	rare
mixaloxil_1	UNK	pos:adj	UNK	rarefied
mixalofin_1	muEAkis_2	pos:adj	pos:adj	opposed;;contrary
mixalofin_1	mutaEAkis_1	pos:adj	pos:adj	opposing;;contrasting
mixalomis_1	UNK	pos:adj	UNK	_
mixalomis_1	UNK	pos:adj	UNK	_
mixam~ar_1	muxam~ar_1	pos:adj	pos:adj	fermented
mixam~ar_1	muxam~ar_1	pos:adj	pos:adj	fermented
mixam~is_1	muxam~as_1	pos:adj	pos:adj	five-part;;pentagonal;;fivefold
mixam~is_1	muxam~as_1	pos:adj	pos:adj	five-part;;pentagonal;;fivefold
mixam~im_1	xAm~_1	pos:adj	pos:adj	stinking;;rotten
mixam~in_1	muxam~an_1	pos:adj	pos:adj	estimated;;approximate
UNK	muxan~av_1	UNK	pos:adj	effeminate
mixan~if_1	UNK	pos:adj	UNK	breathing with difficulty
mixan~if_1	UNK	pos:adj	UNK	breathing with difficulty
mixanoxin_1	UNK	pos:adj	UNK	suffering from a cold
mixano$ar_1	xa$in_1	pos:adj	pos:adj	rough;;crude
mixanoSar_1	UNK	pos:adj	UNK	truncated
mixanofar_1	UNK	pos:adj	UNK	breathing with difficulty
mixanofis_1	UNK	pos:adj	UNK	beetle
mixawzaq_1	UNK	pos:adj	UNK	deceptive
mixawzaq_1	UNK	pos:adj	UNK	impaled
mixaw~ar_1	UNK	pos:adj	UNK	_
mixaw~aD_1	UNK	pos:adj	UNK	fighter
mixaw~ix_1	fAsid_1	pos:adj	pos:adj	corrupt;;immoral
mixaw~i$_1	UNK	pos:adj	UNK	_
mixaw~i$_1	UNK	pos:adj	UNK	_
mixaw~if_1	maxuwf_1	pos:adj	pos:adj	feared;;dangerous
mixaw~il_1	muxaw~al_1	pos:adj	pos:adj	authorized
mixaw~in_1	UNK	pos:adj	UNK	insecure
mixay~ar_1	UNK	pos:adj	UNK	offering
mixay~aT_1	UNK	pos:adj	UNK	filamentous
mixay~aT_1	UNK	pos:adj	UNK	filamentous
mixay~ib_1	muxay~ib_1	pos:adj	pos:adj	disappointing
mixay~ix_1	fAsid_1	pos:adj	pos:adj	corrupt;;immoral
mixay~i$_1	UNK	pos:adj	UNK	collided
mixay~i$_1	UNK	pos:adj	UNK	collided
mixay~im_1	muxay~im_1	pos:adj	pos:adj	widespread
UNK	mixoyaT_1	UNK	pos:noun	needle
mixotAr_1	muxotAr_1	pos:adj	pos:adj	chosen;;selected
mixotal~_1	muxotal~_1	pos:adj	pos:adj	disturbed;;defective;;deficient
mixotiriq_1	UNK	pos:adj	UNK	penetrative
mixotizin_1	UNK	pos:adj	UNK	storing
mixoti$iy_1	UNK	pos:adj	UNK	ashamed
mixotiSir_1	muxotaSir_1	pos:adj	pos:adj	abridging
mixotiSim_1	UNK	pos:adj	UNK	antagonistic
mixotifiy_1	muxotafiy_1	pos:adj	pos:adj	hidden;;secret
mixotilis_1	muxotalas_1	pos:adj	pos:adj	fleeting;;furtive
mixotiliT_1	muxotaliT_1	pos:adj	pos:adj	mixed
mixotilif_1	muxotalif_1	pos:adj	pos:adj	different;;various
mixotilif_1	muxotalif_1	pos:adj	pos:adj	different;;various
mixotiliy_1	UNK	pos:adj	UNK	alone
mixotimir_1	muxotamir_1	pos:adj	pos:adj	fermented;;alcoholic
mixotiniq_1	muxotaniq_1	pos:adj	pos:adj	strangled;;choked;;throttled;;suppressed
mixo$in~_1	UNK	pos:adj	UNK	roughened
mixoDir~_1	UNK	pos:adj	UNK	greenish
mixolap_1	mixolap_1	pos:noun	pos:noun	nosebag
midAHis_1	UNK	pos:adj	UNK	_
midAHil_1	UNK	pos:adj	UNK	_
midAHosap_1	UNK	pos:noun	UNK	_
midAHolap_1	UNK	pos:noun	UNK	_
midAxalap_1	mudAxalap_1	pos:noun	pos:noun	interference;;participation
midAxil_1	UNK	pos:adj	UNK	nested
midAdiy_1	UNK	pos:adj	UNK	armistice
midAdiy~ap_1	UNK	pos:noun	UNK	circumventing
midArik_1	mudorik_1	pos:adj	pos:adj	realizing;;knowing
midAriy_1	madAriy~_1	pos:adj	pos:adj	orbiting;;circling
midAriy~ap_1	kitomAn_1	pos:noun	pos:noun	concealment;;silence
midArokap_1	tadAruk_1	pos:noun	pos:noun	prevention
midAEobap_1	mudAEabap_1	pos:noun	pos:noun	joke;;jest;;philandering
midAqir_1	UNK	pos:adj	UNK	problem
midAqorap_1	UNK	pos:noun	UNK	quarrel;;dispute
midAhim_1	UNK	pos:adj	UNK	fulminant
midAhin_1	mudAhin_1	pos:adj	pos:adj	hypocrite;;flatterer
midAhonap_1	mudAhanap_1	pos:noun	pos:noun	hypocrisy;;deceit
midAworap_1	mudAwarap_1	pos:noun	pos:noun	cheating;;evasion;;ensnaring
midAworap_1	mudAwarap_1	pos:noun	pos:noun	cheating;;evasion;;ensnaring
midAwomap_1	mudAwamap_1	pos:noun	pos:noun	perseverance;;duration
midAwir_1	UNK	pos:adj	UNK	elusive
midAwim_1	muwAZib_1	pos:adj	pos:noun	diligent
midAwiy_1	UNK	pos:adj	UNK	dosed
midAwiy~ap_1	mudAwAp_1	pos:noun	pos:noun	therapy;;treatment
midAyonap_1	UNK	pos:noun	UNK	borrowing
midAyin_1	dA}in_1	pos:adj	pos:adj	creditor;;lender
midab~_1	madab~_1	pos:noun	pos:noun	source
midab~ar_1	mudab~ar_1	pos:adj	pos:adj	deliberate;;intended;;planned
midab~ar_1	mudab~ar_1	pos:adj	pos:adj	deliberate;;intended;;planned
midab~aq_1	mudab~ar_1	pos:adj	pos:adj	deliberate;;intended;;planned
midab~aq_1	UNK	pos:adj	UNK	deliberate;;intended;;planned
midab~ib_1	mudab~ab_1	pos:adj	pos:adj	pointed;;tapered
midab~ib_1	mudab~ab_1	pos:adj	pos:adj	pointed;;tapered
midab~ij_1	mudab~aj_1	pos:adj	pos:adj	embellished
midab~ij_1	UNK	pos:adj	UNK	embellished
midab~is_1	UNK	pos:adj	UNK	agitating
midab~is_1	UNK	pos:adj	UNK	stapled
midab~i$_1	UNK	pos:adj	UNK	using rubble
midab~i$_1	UNK	pos:adj	UNK	using rubble
midabodib_1	mudabodab_1	pos:adj	pos:adj	pointed;;tapered
midabolij_1	UNK	pos:adj	UNK	dubbing
midabolij_1	UNK	pos:adj	UNK	dubbing
midaj~alAtiy_1	daj~Al_1	pos:noun	pos:noun	false;;deceitful;;swindler
midaj~ij_1	UNK	pos:adj	UNK	heavily
midaj~ij_1	UNK	pos:adj	UNK	heavily
midaj~il_1	UNK	pos:adj	UNK	juggler
midajodij_1	UNK	pos:adj	UNK	heavily
midaH~iy_1	bA}iD_1	pos:adj	pos:adj	egg-laying
midaHodaH_1	UNK	pos:adj	UNK	_
midaHodaH_1	UNK	pos:adj	UNK	_
midaHodar_1	munoHadir_1	pos:adj	pos:adj	sloping;;declining
midaHodar_1	UNK	pos:adj	UNK	wheeled
midaHoraj_1	munoHadir_1	pos:adj	pos:adj	sloping;;declining
midaHoraj_1	UNK	pos:adj	UNK	wheeled
midaHolib_1	mutamal~iq_1	pos:adj	pos:noun	fawning
midaHolib_1	UNK	pos:adj	UNK	tempting
midax~al_1	mudoxal_1	pos:adj	pos:adj	entered;;included;;inserted
midax~an_1	mudax~an_1	pos:adj	pos:adj	smoked
midax~an_1	mudax~an_1	pos:adj	pos:adj	smoked
midax~an_1	mudax~an_1	pos:adj	pos:adj	smoked
midaxo$ib_1	UNK	pos:adj	UNK	_
midaxo$ib_1	UNK	pos:adj	UNK	_
midaxomis_1	UNK	pos:adj	UNK	turbid
UNK	UNK	UNK	UNK	fakir
UNK	UNK	UNK	UNK	ascetic
midar~Awiy_1	UNK	pos:noun	UNK	atomizer
midar~ab_1	mudar~ib_1	pos:adj	pos:adj	trainer;;coach;;instructor
midar~ab_1	mudar~ab_1	pos:adj	pos:adj	trained
midar~aj_1	mudar~aj_1	pos:adj	pos:adj	graded;;terraced
midar~aj_1	mudar~aj_1	pos:adj	pos:adj	graded;;terraced
midar~aE_1	mudar~aE_1	pos:adj	pos:adj	armored
midar~aE_1	mudar~aE_1	pos:adj	pos:adj	armored
midar~an_1	UNK	pos:adj	UNK	swollen
midar~an_1	UNK	pos:adj	UNK	swollen
midar~awAtiy_1	UNK	pos:noun	UNK	atomizer
midar~iz_1	UNK	pos:adj	UNK	_
midar~iz_1	UNK	pos:adj	UNK	_
midar~is_1	mudar~is_1	pos:adj	pos:adj	instructor;;teacher
midar~iy_1	UNK	pos:adj	UNK	teacher
midarobik_1	mutafar~iq_1	pos:adj	pos:adj	dispersed;;scattered;;sporadic
midarobik_1	UNK	pos:adj	UNK	disorganized
midarodaH_1	kay~is_1	pos:adj	pos:adj	astute;;elegant
midarodaH_1	labiq_1	pos:adj	pos:adj	springy
midarodar_1	UNK	pos:adj	UNK	_
midarodar_1	UNK	pos:adj	UNK	_
midarodaE_1	UNK	pos:adj	UNK	_
